Timestamp,Net_Irrigation_Requirement_mm,Gross_Irrigation_Requirement_mm,Cumulative_Irrigation_mm,Irrigation_Cost_$
2024-07-13,0.23067,0.28833749999999997,8.515852083333334,0.02883375
2024-07-14,0.0,0.0,8.515852083333334,0.0
2024-07-15,0.21449999999999997,0.26812499999999995,8.783977083333333,0.026812499999999996
2024-07-16,0.15599999999999997,0.19499999999999995,8.978977083333334,0.019499999999999997
2024-07-17,0.13823,0.17278749999999998,9.151764583333334,0.01727875
2024-07-18,0.168,0.21,9.361764583333334,0.021
2024-07-19,0.0,0.0,9.361764583333334,0.0
2024-07-20,0.108,0.13499999999999998,9.496764583333334,0.013499999999999998
2024-07-21,0.126,0.1575,9.654264583333335,0.01575
2024-07-22,0.0,0.0,9.654264583333335,0.0
2024-07-23,0.15,0.18749999999999997,9.841764583333335,0.01875
2024-07-24,0.162,0.20249999999999999,10.044264583333335,0.02025
2024-07-25,0.168,0.21,10.254264583333336,0.021
2024-07-26,0.0,0.0,10.254264583333336,0.0
2024-07-27,0.0,0.0,10.254264583333336,0.0
2024-07-28,0.174,0.21749999999999997,10.471764583333336,0.02175
2024-07-29,0.174,0.21749999999999997,10.689264583333335,0.02175
2024-07-30,0.192,0.24,10.929264583333335,0.024
2024-07-31,0.18,0.22499999999999998,11.154264583333335,0.0225
2024-08-01,0.168,0.21,11.364264583333336,0.021
2024-08-02,0.174,0.21749999999999997,11.581764583333335,0.02175
2024-08-03,0.156,0.19499999999999998,11.776764583333335,0.0195
2024-08-04,0.0,0.0,11.776764583333335,0.0
2024-08-05,0.0,0.0,11.776764583333335,0.0
2024-08-06,0.078,0.09749999999999999,11.874264583333336,0.00975
2024-08-07,0.0,0.0,11.874264583333336,0.0
2024-08-08,0.0,0.0,11.874264583333336,0.0
2024-08-09,0.018,0.022499999999999996,11.896764583333336,0.00225
2024-08-10,0.042,0.0525,11.949264583333337,0.00525
2024-08-11,0.066,0.0825,12.031764583333336,0.00825
2024-08-12,0.0,0.0,12.031764583333336,0.0
2024-08-13,0.0,0.0,12.031764583333336,0.0
2024-08-14,0.12,0.15,12.181764583333337,0.015
2024-08-15,0.162,0.20249999999999999,12.384264583333337,0.02025
2024-08-16,0.0,0.0,12.384264583333337,0.0
2024-08-17,0.162,0.20249999999999999,12.586764583333338,0.02025
2024-08-18,0.138,0.17250000000000001,12.759264583333337,0.01725
2024-08-19,0.126,0.1575,12.916764583333338,0.01575
2024-08-20,0.138,0.17250000000000001,13.089264583333337,0.01725
2024-08-21,0.0,0.0,13.089264583333337,0.0
2024-08-22,0.0,0.0,13.089264583333337,0.0
2024-08-23,0.0,0.0,13.089264583333337,0.0
2024-08-24,0.156,0.19499999999999998,13.284264583333337,0.0195
2024-08-25,0.0,0.0,13.284264583333337,0.0
2024-08-26,0.0,0.0,13.284264583333337,0.0
2024-08-27,0.0,0.0,13.284264583333337,0.0
2024-08-28,0.0,0.0,13.284264583333337,0.0
2024-08-29,0.06,0.075,13.359264583333337,0.0075
2024-08-30,0.138,0.17250000000000001,13.531764583333336,0.01725
2024-08-31,0.156,0.19499999999999998,13.726764583333336,0.0195
2024-09-01,0.15,0.18749999999999997,13.914264583333336,0.01875
2024-09-02,0.0,0.0,13.914264583333336,0.0
2024-09-03,0.0,0.0,13.914264583333336,0.0
2024-09-04,0.0,0.0,13.914264583333336,0.0
2024-09-05,0.06,0.075,13.989264583333336,0.0075
2024-09-06,0.132,0.165,14.154264583333335,0.0165
2024-09-07,0.126,0.1575,14.311764583333336,0.01575
2024-09-08,0.0,0.0,14.311764583333336,0.0
2024-09-09,0.0,0.0,14.311764583333336,0.0
2024-09-10,0.138,0.17250000000000001,14.484264583333335,0.01725
2024-09-11,0.0,0.0,14.484264583333335,0.0
