Timestamp," M4"""," M8"""," M12"""," M16"""," M20"""," M24"""," M28"""," M32"""," M36"""," M40"""," M44"""," M48"""," EC4"""," EC8"""," EC12"""," EC16"""," EC20"""," EC24"""," EC28"""," EC32"""," EC36"""," EC40"""," EC44"""," EC48"""," Temperature (Celsius)4"""," Temperature (Celsius)8"""," Temperature (Celsius)12"""," Temperature (Celsius)16"""," Temperature (Celsius)20"""," Temperature (Celsius)24"""," Temperature (Celsius)28"""," Temperature (Celsius)32"""," Temperature (Celsius)36"""," Temperature (Celsius)40"""," Temperature (Celsius)44"""," Temperature (Celsius)48"""
6/7/2024 20:15,58.194,58.884,62.248,61.642,54.332,55.92,51.69,52.706,55.748,56.64,56.982,57.326,0.190826416,0.148223877,0.161743164,0.195281982,0.178283691,0.150787354,0.134643555,0.186218262,0.17980957,0.1590271,0.175201416,0.191375732,26.83,22.7,21.95,21.55,21.03,19.95,19.28,18.58,17.85,17.15,16.55,15.96
6/7/2024 20:30,58.192,58.884,62.208,61.636,54.328,55.9,51.676,52.696,55.73,56.664,56.99,57.318,0.19140625,0.1484375,0.161865234,0.195129395,0.178344727,0.150909424,0.13470459,0.186187744,0.179718018,0.159118652,0.175231934,0.19140625,27.11,22.82,21.99,21.55,21.03,19.95,19.28,18.58,17.85,17.19,16.57,15.96
6/7/2024 20:45,58.178,58.9,62.208,61.632,54.33,55.908,51.672,52.692,55.764,56.664,56.992,57.32,0.191772461,0.148651123,0.161865234,0.195129395,0.178283691,0.150787354,0.134765625,0.186157227,0.17956543,0.159118652,0.175384521,0.191650391,27.33,22.93,22.02,21.55,21.02,19.96,19.28,18.58,17.85,17.17,16.56,15.96
6/7/2024 21:00,58.142,58.894,62.22,61.634,54.316,55.904,51.672,52.684,55.742,56.646,56.976,57.306,0.192382813,0.148864746,0.162109375,0.195251465,0.178314209,0.150787354,0.13470459,0.186187744,0.179870605,0.158935547,0.175231934,0.191558838,27.52,23.06,22.05,21.55,21.02,19.95,19.29,18.58,17.85,17.17,16.56,15.96
6/7/2024 21:15,58.104,58.896,62.186,61.64,54.324,55.906,51.676,52.688,55.738,56.654,56.976,57.3,0.192718506,0.149200439,0.162261963,0.1953125,0.178192139,0.150848389,0.134796143,0.186187744,0.179779053,0.159210205,0.175354004,0.19152832,27.63,23.16,22.08,21.55,21.02,19.96,19.28,18.58,17.85,17.17,16.56,15.96
6/7/2024 21:30,58.072,58.9,62.192,61.624,54.31,55.902,51.672,52.694,55.732,56.644,56.972,57.302,0.193206787,0.149414063,0.16217041,0.195220947,0.178161621,0.150878906,0.134765625,0.186279297,0.179901123,0.159332275,0.175476074,0.191650391,27.72,23.31,22.12,21.55,21.03,19.95,19.28,18.58,17.85,17.19,16.57,15.96
6/7/2024 21:45,58.012,58.894,62.184,61.6,54.298,55.898,51.662,52.69,55.736,56.64,56.974,57.31,0.193481445,0.149810791,0.162109375,0.195220947,0.178344727,0.150756836,0.134887695,0.186279297,0.180175781,0.15914917,0.175323486,0.191558838,27.83,23.42,22.14,21.55,21,19.97,19.28,18.59,17.87,17.19,16.57,15.96
6/7/2024 22:00,57.944,58.906,62.19,61.596,54.314,55.884,51.66,52.692,55.718,56.652,56.972,57.294,0.193450928,0.149963379,0.162353516,0.19519043,0.178192139,0.150970459,0.134857178,0.186218262,0.1796875,0.159393311,0.175445557,0.19152832,27.85,23.57,22.19,21.54,21,19.96,19.28,18.58,17.89,17.19,16.57,15.96
6/7/2024 22:15,57.87,58.89,62.16,61.6,54.308,55.876,51.66,52.682,55.74,56.616,56.958,57.302,0.19342041,0.150024414,0.16217041,0.195220947,0.178192139,0.150970459,0.134765625,0.186279297,0.179840088,0.159423828,0.175476074,0.191558838,27.83,23.67,22.24,21.55,20.99,19.94,19.31,18.58,17.85,17.19,16.57,15.97
6/7/2024 22:30,57.81,58.896,62.146,61.594,54.3,55.89,51.67,52.684,55.734,56.626,56.972,57.318,0.193511963,0.150482178,0.162322998,0.195281982,0.178222656,0.150970459,0.13494873,0.186218262,0.179748535,0.159362793,0.175506592,0.191650391,27.83,23.81,22.27,21.55,21,19.95,19.28,18.58,17.87,17.19,16.57,15.96
6/7/2024 22:45,57.728,58.892,62.168,61.61,54.3,55.89,51.666,52.68,55.69,56.616,56.96,57.304,0.193572998,0.150512695,0.162322998,0.195404053,0.178222656,0.150848389,0.134796143,0.186187744,0.179748535,0.159210205,0.175476074,0.191772461,27.85,23.91,22.33,21.55,20.98,19.95,19.31,18.61,17.89,17.19,16.57,15.97
6/7/2024 23:00,57.66,58.892,62.194,61.612,54.308,55.872,51.658,52.68,55.724,56.622,56.964,57.308,0.193634033,0.150756836,0.162567139,0.19519043,0.178314209,0.150817871,0.134857178,0.186309814,0.180084229,0.159240723,0.175445557,0.191680908,27.74,24.02,22.39,21.56,20.98,19.94,19.29,18.6,17.92,17.19,16.57,15.96
6/7/2024 23:15,57.616,58.894,62.21,61.608,54.286,55.87,51.642,52.68,55.714,56.62,56.954,57.292,0.193725586,0.150878906,0.162689209,0.195251465,0.178131104,0.150848389,0.134765625,0.186401367,0.179595947,0.159515381,0.175537109,0.191558838,27.75,24.09,22.43,21.58,20.98,19.96,19.31,18.62,17.87,17.19,16.57,15.97
6/7/2024 23:30,57.558,58.876,62.194,61.582,54.288,55.866,51.656,52.676,55.714,56.598,56.942,57.29,0.194091797,0.151092529,0.162567139,0.1953125,0.178192139,0.150909424,0.134918213,0.186340332,0.17980957,0.15927124,0.175445557,0.191619873,27.79,24.19,22.48,21.6,20.98,19.95,19.3,18.63,17.92,17.21,16.58,15.96
6/7/2024 23:45,57.51,58.862,62.154,61.592,54.288,55.862,51.658,52.662,55.706,56.624,56.952,57.282,0.19418335,0.151245117,0.162780762,0.195159912,0.178222656,0.150939941,0.13482666,0.186309814,0.179992676,0.159088135,0.175415039,0.191741943,27.87,24.27,22.53,21.6,21,19.96,19.32,18.63,17.92,17.21,16.58,15.96
6/8/2024 0:00,57.44,58.856,62.176,61.6,54.292,55.852,51.638,52.666,55.698,56.64,56.968,57.296,0.194000244,0.15145874,0.16305542,0.195373535,0.178344727,0.150878906,0.134857178,0.186279297,0.179779053,0.159240723,0.175384521,0.191558838,27.85,24.36,22.58,21.65,21.01,19.94,19.34,18.63,17.92,17.19,16.57,15.96
6/8/2024 0:15,57.356,58.864,62.188,61.582,54.282,55.866,51.644,52.666,55.712,56.64,56.976,57.312,0.193725586,0.151580811,0.163085938,0.195068359,0.178253174,0.150909424,0.13494873,0.186340332,0.179992676,0.159454346,0.175567627,0.191680908,27.72,24.43,22.64,21.64,20.98,19.98,19.34,18.63,17.92,17.19,16.57,15.96
6/8/2024 0:30,57.246,58.848,62.194,61.588,54.288,55.862,51.644,52.664,55.714,56.624,56.962,57.298,0.19329834,0.151763916,0.162780762,0.195404053,0.178070068,0.150909424,0.134887695,0.186309814,0.179962158,0.159210205,0.175476074,0.191711426,27.56,24.51,22.69,21.65,20.98,19.94,19.33,18.64,17.92,17.21,16.58,15.96
6/8/2024 0:45,57.162,58.856,62.192,61.58,54.282,55.858,51.654,52.664,55.712,56.592,56.944,57.296,0.193115234,0.151733398,0.162963867,0.195281982,0.178283691,0.150787354,0.134735107,0.186401367,0.180053711,0.159454346,0.175537109,0.191650391,27.41,24.58,22.74,21.69,20.98,19.96,19.33,18.63,17.93,17.19,16.57,15.96
6/8/2024 1:00,57.056,58.836,62.158,61.616,54.284,55.848,51.644,52.668,55.7,56.61,56.956,57.302,0.192565918,0.151916504,0.163208008,0.195556641,0.178161621,0.150939941,0.134918213,0.186340332,0.180114746,0.159301758,0.175567627,0.191833496,27.19,24.63,22.79,21.69,20.98,19.95,19.34,18.63,17.92,17.19,16.58,15.98
6/8/2024 1:15,56.958,58.81,62.172,61.616,54.282,55.844,51.636,52.66,55.682,56.626,56.96,57.294,0.192016602,0.151916504,0.163299561,0.195373535,0.178222656,0.150970459,0.134857178,0.18637085,0.180084229,0.15927124,0.175476074,0.191680908,26.97,24.7,22.85,21.72,20.98,19.96,19.32,18.64,17.92,17.23,16.6,15.98
6/8/2024 1:30,56.844,58.81,62.168,61.59,54.296,55.848,51.628,52.658,55.688,56.616,56.962,57.31,0.191375732,0.151916504,0.163299561,0.195983887,0.178192139,0.150909424,0.134887695,0.18637085,0.179779053,0.159057617,0.175445557,0.191864014,26.67,24.75,22.91,21.74,20.98,19.96,19.33,18.63,17.92,17.21,16.6,16
6/8/2024 1:45,56.728,58.788,62.194,61.554,54.274,55.848,51.63,52.652,55.678,56.578,56.928,57.278,0.190917969,0.152160645,0.163726807,0.195617676,0.178253174,0.151062012,0.135009766,0.186431885,0.179840088,0.159576416,0.175720215,0.191864014,26.38,24.8,22.98,21.75,20.98,19.96,19.33,18.63,17.92,17.19,16.59,15.99
6/8/2024 2:00,56.636,58.792,62.19,61.626,54.298,55.844,51.64,52.648,55.672,56.608,56.95,57.292,0.190368652,0.152008057,0.163757324,0.195709229,0.178253174,0.150939941,0.134918213,0.186462402,0.179870605,0.159362793,0.175537109,0.191741943,26.09,24.79,23.02,21.78,20.99,19.98,19.34,18.64,17.93,17.23,16.61,16
6/8/2024 2:15,56.568,58.76,62.18,61.62,54.294,55.82,51.636,52.642,55.71,56.614,56.954,57.294,0.189819336,0.152069092,0.163452148,0.195648193,0.178161621,0.150909424,0.13482666,0.186462402,0.179870605,0.159301758,0.175567627,0.191864014,25.84,24.79,23.07,21.79,20.99,19.98,19.34,18.64,17.92,17.25,16.61,15.98
6/8/2024 2:30,56.486,58.73,62.184,61.592,54.29,55.82,51.626,52.656,55.682,56.596,56.938,57.282,0.18951416,0.152099609,0.16394043,0.195770264,0.178283691,0.150756836,0.134918213,0.186401367,0.179962158,0.159637451,0.17578125,0.191925049,25.63,24.83,23.1,21.83,21.01,19.96,19.34,18.63,17.93,17.25,16.64,16.03
6/8/2024 2:45,56.402,58.7,62.182,61.606,54.292,55.832,51.624,52.652,55.656,56.57,56.938,57.306,0.188995361,0.152008057,0.164123535,0.195922852,0.178253174,0.151031494,0.134887695,0.18649292,0.179962158,0.159393311,0.175628662,0.191864014,25.39,24.8,23.15,21.84,21.04,19.99,19.34,18.65,17.93,17.25,16.62,16
6/8/2024 3:00,56.328,58.688,62.178,61.604,54.296,55.826,51.63,52.652,55.66,56.578,56.936,57.292,0.188598633,0.151947021,0.164154053,0.195648193,0.178344727,0.150970459,0.135040283,0.186462402,0.180053711,0.159790039,0.175842285,0.191894531,25.22,24.81,23.2,21.86,21.04,20,19.33,18.65,17.94,17.25,16.62,16
6/8/2024 3:15,56.25,58.656,62.154,61.628,54.29,55.812,51.622,52.648,55.684,56.596,56.94,57.284,0.188140869,0.152191162,0.164215088,0.195983887,0.178253174,0.151092529,0.13494873,0.186462402,0.180023193,0.159454346,0.17565918,0.191894531,25.04,24.8,23.22,21.87,21.04,19.96,19.33,18.68,17.94,17.25,16.63,16.01
6/8/2024 3:30,56.194,58.63,62.176,61.604,54.286,55.828,51.618,52.64,55.664,56.59,56.932,57.276,0.187744141,0.152099609,0.16394043,0.19631958,0.178253174,0.150970459,0.13482666,0.186553955,0.179870605,0.159515381,0.17565918,0.191833496,24.84,24.78,23.26,21.91,21.05,20,19.33,18.65,17.94,17.23,16.61,16
6/8/2024 3:45,56.126,58.612,62.188,61.624,54.292,55.828,51.614,52.636,55.654,56.6,56.944,57.29,0.18737793,0.151947021,0.164367676,0.196411133,0.178405762,0.150970459,0.134918213,0.186401367,0.180145264,0.159515381,0.175720215,0.191955566,24.66,24.75,23.26,21.94,21.09,19.99,19.34,18.67,17.94,17.25,16.61,15.98
6/8/2024 4:00,56.07,58.584,62.184,61.59,54.29,55.826,51.626,52.632,55.662,56.576,56.936,57.294,0.186889648,0.151794434,0.164276123,0.19619751,0.178344727,0.151000977,0.134979248,0.186462402,0.180023193,0.159240723,0.175567627,0.191894531,24.5,24.72,23.31,21.95,21.08,20,19.35,18.67,17.96,17.25,16.61,15.98
6/8/2024 4:15,56.014,58.558,62.188,61.618,54.286,55.824,51.614,52.634,55.668,56.6,56.946,57.294,0.18661499,0.151763916,0.164367676,0.196258545,0.178314209,0.151123047,0.135101318,0.186462402,0.179992676,0.159637451,0.17578125,0.191986084,24.29,24.71,23.32,22,21.08,20,19.33,18.67,17.96,17.25,16.64,16.03
6/8/2024 4:30,55.958,58.512,62.166,61.628,54.294,55.806,51.626,52.644,55.66,56.592,56.938,57.286,0.186248779,0.151702881,0.164337158,0.196594238,0.178405762,0.151092529,0.134887695,0.18649292,0.180145264,0.159667969,0.175750732,0.191864014,24.15,24.66,23.37,21.98,21.09,20,19.33,18.67,17.94,17.25,16.64,16.03
6/8/2024 4:45,55.906,58.478,62.162,61.65,54.296,55.82,51.608,52.636,55.64,56.564,56.924,57.286,0.185943604,0.151702881,0.164367676,0.196655273,0.178344727,0.151031494,0.134979248,0.186553955,0.179931641,0.159576416,0.175750732,0.191986084,24.03,24.61,23.41,22.05,21.1,20,19.32,18.67,17.96,17.25,16.64,16.03
6/8/2024 5:00,55.868,58.456,62.136,61.622,54.29,55.804,51.606,52.632,55.692,56.562,56.916,57.27,0.185668945,0.151672363,0.164489746,0.196502686,0.178375244,0.151123047,0.135192871,0.18649292,0.180084229,0.159454346,0.175689697,0.191925049,23.9,24.57,23.41,22.06,21.13,20,19.37,18.67,17.96,17.25,16.64,16.03
6/8/2024 5:15,55.818,58.418,62.144,61.632,54.292,55.8,51.608,52.63,55.656,56.588,56.932,57.278,0.18548584,0.151397705,0.164428711,0.196777344,0.178588867,0.151275635,0.134979248,0.186553955,0.180267334,0.159667969,0.17590332,0.192108154,23.77,24.55,23.42,22.08,21.12,20.01,19.37,18.67,17.97,17.25,16.64,16.03
6/8/2024 5:30,55.766,58.394,62.156,61.642,54.282,55.806,51.598,52.636,55.644,56.57,56.93,57.29,0.185180664,0.1512146,0.164337158,0.196716309,0.17855835,0.151245117,0.134979248,0.18661499,0.180084229,0.159729004,0.175842285,0.191986084,23.66,24.48,23.42,22.1,21.13,20,19.36,18.67,17.96,17.25,16.64,16.03
6/8/2024 5:45,55.728,58.35,62.128,61.614,54.296,55.798,51.606,52.62,55.662,56.574,56.926,57.28,0.185028076,0.151428223,0.164306641,0.196838379,0.17855835,0.151184082,0.135040283,0.186645508,0.180297852,0.159606934,0.175811768,0.192077637,23.53,24.45,23.46,22.14,21.13,20,19.37,18.67,17.96,17.25,16.64,16.03
6/8/2024 6:00,55.694,58.326,62.144,61.636,54.302,55.794,51.606,52.63,55.65,56.564,56.92,57.276,0.184844971,0.151306152,0.164337158,0.197052002,0.178649902,0.151306152,0.135040283,0.18661499,0.180114746,0.159606934,0.175842285,0.192077637,23.43,24.41,23.46,22.15,21.18,20.02,19.37,18.68,17.96,17.25,16.64,16.03
6/8/2024 6:15,55.658,58.292,62.11,61.642,54.29,55.806,51.598,52.618,55.64,56.576,56.93,57.286,0.184661865,0.151092529,0.164581299,0.196929932,0.178527832,0.151580811,0.135040283,0.186523438,0.180084229,0.159332275,0.175628662,0.191955566,23.33,24.35,23.46,22.15,21.17,20.03,19.37,18.7,17.96,17.26,16.64,16.03
6/8/2024 6:30,55.624,58.248,62.11,61.622,54.298,55.808,51.594,52.626,55.638,56.55,56.914,57.276,0.184387207,0.150970459,0.164703369,0.196838379,0.178710938,0.151489258,0.135192871,0.186676025,0.180175781,0.159698486,0.175872803,0.192077637,23.24,24.32,23.46,22.15,21.18,20.04,19.37,18.68,17.96,17.28,16.65,16.03
6/8/2024 6:45,55.592,58.238,62.086,61.664,54.292,55.788,51.59,52.62,55.652,56.556,56.914,57.272,0.184234619,0.150970459,0.164367676,0.196929932,0.178649902,0.151306152,0.135040283,0.18661499,0.180328369,0.159545898,0.175811768,0.192077637,23.16,24.27,23.46,22.16,21.17,20.04,19.37,18.7,17.96,17.28,16.65,16.03
6/8/2024 7:00,55.57,58.21,62.09,61.606,54.292,55.784,51.596,52.606,55.626,56.566,56.912,57.258,0.184112549,0.150695801,0.164245605,0.196960449,0.17868042,0.15145874,0.135070801,0.186584473,0.180175781,0.159851074,0.175933838,0.192047119,23.08,24.22,23.46,22.2,21.21,20.04,19.37,18.72,17.96,17.28,16.65,16.03
6/8/2024 7:15,55.53,58.18,62.068,61.642,54.29,55.81,51.58,52.606,55.634,56.554,56.908,57.264,0.183776855,0.150726318,0.164764404,0.19744873,0.17868042,0.151367188,0.135040283,0.186584473,0.180236816,0.159759521,0.17590332,0.192047119,23.02,24.16,23.46,22.22,21.21,20.04,19.37,18.68,17.98,17.3,16.66,16.03
6/8/2024 7:30,55.516,58.144,62.076,61.632,54.302,55.79,51.586,52.62,55.63,56.546,56.9,57.258,0.183746338,0.150726318,0.164489746,0.197143555,0.17868042,0.151489258,0.135192871,0.18661499,0.180206299,0.159606934,0.175811768,0.192047119,22.93,24.12,23.46,22.23,21.24,20.04,19.37,18.7,17.98,17.3,16.66,16.04
6/8/2024 7:45,55.474,58.13,62.084,61.63,54.304,55.792,51.582,52.602,55.618,56.546,56.908,57.27,0.183624268,0.150512695,0.164672852,0.197235107,0.17868042,0.151702881,0.135040283,0.186584473,0.180328369,0.160003662,0.176086426,0.192169189,22.87,24.07,23.46,22.23,21.22,20.04,19.38,18.72,17.98,17.28,16.65,16.03
6/8/2024 8:00,55.46,58.072,62.03,61.602,54.288,55.778,51.594,52.61,55.616,56.528,56.89,57.254,0.183532715,0.150482178,0.164459229,0.197265625,0.178741455,0.151611328,0.135253906,0.186584473,0.180053711,0.159759521,0.175964355,0.192169189,22.82,24.02,23.46,22.25,21.26,20.09,19.38,18.72,18,17.28,16.66,16.05
6/8/2024 8:15,55.414,58.06,62.034,61.624,54.298,55.776,51.578,52.602,55.598,56.534,56.9,57.268,0.183441162,0.15032959,0.164215088,0.197235107,0.178863525,0.151489258,0.135253906,0.186676025,0.180419922,0.159790039,0.17590332,0.192047119,22.76,23.99,23.44,22.27,21.26,20.09,19.4,18.72,17.98,17.3,16.66,16.03
6/8/2024 8:30,55.474,58.052,62.012,61.61,54.3,55.776,51.582,52.586,55.59,56.528,56.9,57.272,0.183319092,0.150177002,0.164398193,0.197387695,0.17880249,0.151489258,0.135162354,0.18661499,0.180267334,0.159759521,0.175964355,0.192169189,22.72,23.92,23.41,22.3,21.27,20.09,19.4,18.72,18.03,17.28,16.66,16.04
6/8/2024 8:45,55.436,58.006,61.964,61.6,54.296,55.762,51.574,52.586,55.606,56.502,56.88,57.258,0.183074951,0.150085449,0.164276123,0.197418213,0.178771973,0.15145874,0.135162354,0.186645508,0.180236816,0.159942627,0.176086426,0.192230225,22.62,23.89,23.41,22.31,21.29,20.09,19.43,18.72,17.98,17.3,16.66,16.03
6/8/2024 9:00,55.388,57.99,61.962,61.626,54.3,55.746,51.574,52.586,55.622,56.492,56.872,57.254,0.182800293,0.149932861,0.164550781,0.197601318,0.178924561,0.151428223,0.135253906,0.186737061,0.18057251,0.159790039,0.175964355,0.192169189,22.48,23.86,23.41,22.31,21.29,20.09,19.39,18.72,18,17.3,16.67,16.05
6/8/2024 9:15,55.366,57.948,61.982,61.6,54.304,55.744,51.574,52.582,55.582,56.504,56.88,57.256,0.18258667,0.149902344,0.164642334,0.197631836,0.178955078,0.151489258,0.135223389,0.186706543,0.180297852,0.159790039,0.175933838,0.192077637,22.34,23.8,23.37,22.29,21.3,20.1,19.41,18.72,18.03,17.3,16.67,16.05
6/8/2024 9:30,55.326,57.936,61.934,61.624,54.312,55.75,51.574,52.58,55.596,56.512,56.884,57.254,0.182525635,0.150024414,0.164489746,0.197570801,0.179016113,0.151611328,0.135162354,0.186706543,0.180145264,0.159820557,0.176025391,0.192230225,22.27,23.72,23.37,22.29,21.28,20.1,19.42,18.72,18.03,17.3,16.68,16.07
6/8/2024 9:45,55.286,57.898,61.918,61.602,54.304,55.76,51.568,52.578,55.582,56.462,56.848,57.236,0.182067871,0.149810791,0.164581299,0.197601318,0.179046631,0.151702881,0.135223389,0.186676025,0.180450439,0.159881592,0.176055908,0.192199707,22.17,23.67,23.36,22.35,21.29,20.1,19.42,18.72,18.03,17.3,16.67,16.05
6/8/2024 10:00,55.242,57.872,61.908,61.612,54.306,55.746,51.566,52.586,55.596,56.49,56.87,57.252,0.181762695,0.149719238,0.164367676,0.197662354,0.179077148,0.151794434,0.135253906,0.186645508,0.180450439,0.159759521,0.175933838,0.192108154,22.05,23.62,23.36,22.36,21.32,20.14,19.42,18.73,18.03,17.3,16.66,16.04
6/8/2024 10:15,55.208,57.862,61.906,61.592,54.298,55.754,51.562,52.574,55.564,56.478,56.858,57.24,0.181365967,0.149627686,0.164428711,0.197570801,0.178955078,0.151550293,0.135314941,0.186706543,0.180358887,0.159912109,0.176055908,0.192199707,21.91,23.58,23.32,22.36,21.33,20.14,19.42,18.73,18.03,17.3,16.68,16.07
6/8/2024 10:30,55.188,57.824,61.854,61.566,54.304,55.748,51.558,52.572,55.564,56.468,56.854,57.242,0.181121826,0.149505615,0.164276123,0.197784424,0.179046631,0.151702881,0.135345459,0.186706543,0.180358887,0.160125732,0.176147461,0.192169189,21.81,23.53,23.31,22.36,21.33,20.13,19.42,18.74,18.03,17.3,16.68,16.07
6/8/2024 10:45,55.146,57.806,61.854,61.588,54.302,55.73,51.558,52.57,55.568,56.474,56.844,57.218,0.180877686,0.149414063,0.164276123,0.197814941,0.179077148,0.151702881,0.135375977,0.186737061,0.180389404,0.159851074,0.176147461,0.192443848,21.73,23.48,23.31,22.35,21.34,20.14,19.41,18.72,18.04,17.3,16.68,16.07
6/8/2024 11:00,55.112,57.778,61.838,61.556,54.306,55.74,51.548,52.568,55.554,56.454,56.846,57.238,0.180847168,0.149230957,0.164581299,0.197753906,0.179046631,0.151672363,0.135375977,0.186737061,0.18057251,0.16015625,0.176147461,0.192169189,21.63,23.43,23.27,22.34,21.39,20.14,19.43,18.73,18.03,17.3,16.68,16.07
6/8/2024 11:15,55.086,57.744,61.826,61.588,54.292,55.734,51.546,52.572,55.556,56.476,56.854,57.232,0.180480957,0.149353027,0.164642334,0.197998047,0.179077148,0.151763916,0.135284424,0.186767578,0.180725098,0.16027832,0.176300049,0.192321777,21.51,23.39,23.26,22.34,21.38,20.18,19.44,18.75,18.03,17.32,16.69,16.07
6/8/2024 11:30,55.056,57.71,61.806,61.562,54.302,55.746,51.552,52.558,55.534,56.446,56.84,57.234,0.180145264,0.149139404,0.164337158,0.197906494,0.179107666,0.151947021,0.135284424,0.186828613,0.18069458,0.160400391,0.176330566,0.19229126,21.42,23.33,23.24,22.34,21.38,20.17,19.46,18.76,18.03,17.3,16.68,16.07
6/8/2024 11:45,55.036,57.684,61.74,61.552,54.292,55.728,51.544,52.562,55.54,56.466,56.848,57.232,0.179992676,0.148986816,0.163848877,0.198059082,0.179168701,0.151794434,0.135406494,0.186859131,0.180786133,0.160308838,0.176300049,0.19229126,21.32,23.29,23.22,22.36,21.38,20.18,19.47,18.76,18.04,17.32,16.69,16.07
6/8/2024 12:00,55.01,57.672,61.774,61.54,54.288,55.726,51.552,52.566,55.534,56.44,56.83,57.222,0.179840088,0.148925781,0.164154053,0.1980896,0.179168701,0.152008057,0.135375977,0.186798096,0.180725098,0.160339355,0.176330566,0.192352295,21.27,23.23,23.2,22.36,21.38,20.18,19.46,18.76,18.03,17.32,16.69,16.07
6/8/2024 12:15,55.012,57.658,61.75,61.526,54.292,55.722,51.542,52.558,55.536,56.424,56.826,57.23,0.180053711,0.148803711,0.164093018,0.197967529,0.179290771,0.151947021,0.135467529,0.186859131,0.180480957,0.160247803,0.176361084,0.192474365,21.23,23.16,23.2,22.36,21.42,20.18,19.46,18.76,18.08,17.34,16.71,16.09
